"144","144","[{""situation"":1,""level"":3,""description"":""竹笋富含人体所需的多种氨基酸和膳食纤维，能够促进肠道蠕动，防止便秘，另外，竹笋对于怀孕引起的水肿，产后虚热、心烦、手足心热都有一定的治疗效果。但竹笋不易消化，不宜多吃。竹笋还含有难溶性草酸钙，因而患有严重胃病、肝硬化、慢性肠炎、骨质疏松以及泌尿系结石之人，应慎食。""},{""situation"":2,""level"":3,""description"":""产妇能吃竹笋，但不宜多吃。产妇消化功能还比较虚弱，而竹笋不易消化。""},{""situation"":3,""level"":3,""description"":""竹笋营养丰富，母乳妈妈适当吃一点对缓解虚热、心烦、手足心热有一定的效果。但竹笋不利于消化，哺乳妈妈不宜多吃。""},{""situation"":4,""level"":3,""description"":""慎吃，竹笋富含人体所需的多种氨基酸和膳食纤维，能够促进肠道蠕动，有效减缓防止减缓移植后的便秘，另外，竹笋对于怀孕引起的水肿，产后虚热、心烦、手足心热都有一定的治疗效果。但竹笋不易消化，不宜多吃。竹笋还含有难溶性草酸钙，因而患有严重胃病、肝硬化、慢性肠炎、骨质疏松以及泌尿系结石之人，应慎食。""}]",,"17/12/2018 18:22:01"
"145","145","[{""situation"":1,""level"":4,""description"":""娃娃菜含有丰富的叶酸，适合孕妇吃，而且富含纤维，可以通便、防止便秘，相对来说是比较平性的蔬菜，可以长期食用。""},{""situation"":2,""level"":4,""description"":""坐月子期间是可以吃娃娃菜的，因为娃娃菜含有丰富的膳食纤维，可以促进肠道蠕动，防止便秘。""},{""situation"":3,""level"":4,""description"":""哺乳期可以吃娃娃菜，因为娃娃菜含有丰富的膳食纤维，可以促进肠道蠕动，防止便秘。""},{""situation"":4,""level"":4,""description"":""能吃，娃娃菜富含膳食纤维、钙、钾、叶酸等营养素，而且富含纤维，可以通便、防止便秘，促排和移植后可以多吃；相对来说是比较平性的蔬菜，可以长期食用。""}]",,"17/12/2018 18:22:01"
"146","146","[{""situation"":1,""level"":4,""description"":""土豆是优质的主食食材，长期替代一部分粮食也不会引起营养缺乏问题，能供应丰富的钾、镁和维生素C。不过，吃土豆不能吃发芽的、变绿的、久放的土豆，以防食物中毒。""},{""situation"":2,""level"":4,""description"":""月子里能吃土豆，为了避免切好的土豆丝或片褐变，可以将其浸泡在水中，但不要泡太久，否则会造成水溶性维生素、矿物质等营养流失。""},{""situation"":3,""level"":4,""description"":""哺乳期的妈妈吃了土豆不会影响乳汁分泌和哺乳期宝宝的健康，但要注意土豆吃多了容易胀气。""},{""situation"":4,""level"":4,""description"":""能吃，土豆能促进肠壁的蠕动，帮助消化，防止大便干燥，刺激排便，促排和试管期间都可以吃，适量就好，但是吃土豆不能吃发芽的、变绿的、久放的土豆，以防食物中毒！""}]",,"17/12/2018 18:22:01"
"147","147","[{""situation"":1,""level"":4,""description"":""猪肚含有蛋白质、脂肪、碳水化合物、维生素及钙、磷、铁等，具有补虚损、健脾胃的功效，适用于气血虚损、身体瘦弱者食用。猪肚中富含VA、叶酸、烟酸等维生素，此外还含有钙铁锌硒等矿物质，对胎宝宝的神经系统发育、骨骼发育都有好处，猪肚中的叶酸还能有效预防胎宝宝先天畸形。""},{""situation"":2,""level"":4,""description"":""猪肚汤是月子期间的滋补食疗佳品，对于产后的新妈妈有着很好的滋补作用。""},{""situation"":3,""level"":4,""description"":""猪肚中含有大量的钙、钾、钠、镁、铁和维生素A、维生素E、蛋白质、脂肪等成分，有利于提高奶水质量。""},{""situation"":4,""level"":4,""description"":""促排移植都能吃，猪肚富含维生素A、叶酸、钙、铁、锌、硒等营养物质，有补虚损、健脾胃的功效，但不易吃太多。""}]",,"17/12/2018 18:22:01"
"148","148","[{""situation"":1,""level"":4,""description"":""猪肺含有大量蛋白质。准妈妈吃猪肺可以预防妊娠期营养不良，但猪肺含有较高胆固醇，不可多吃。""},{""situation"":2,""level"":4,""description"":""猪肺含有大量蛋白质，可以帮助新妈妈产后恢复，也有助于预防产后出血。不过猪肺胆固醇较高，不宜多吃，烹饪前需彻底洗净。""},{""situation"":3,""level"":4,""description"":""猪肺含有大量人体所必需的营养成分，包括蛋白质、脂肪、钙、磷、铁、烟酸以及维生素B1、维生素B2等，母乳妈妈适当食用可以改善乳汁质量，但是猪肺含较多胆固醇，不建议多吃。烹饪前需洗净。""},{""situation"":4,""level"":3,""description"":""促排能吃，猪肺中含有大量的蛋白质、脂肪以及钙、镁、磷、铁等微量元可以帮助补充营养，但猪肺性温，易上火，促排期间建议少吃，移植后不能吃，猪肺活血，移植后不能吃。""}]",,"17/12/2018 18:22:01"
"149","149","[{""situation"":1,""level"":4,""description"":""猪心含蛋白质、脂肪、硫胺素等成分，具有养心安神等功效，准妈妈可以食用，但是猪心胆固醇较高，不宜多吃，患有高胆固醇血症的准妈妈要忌食。""},{""situation"":2,""level"":4,""description"":""食用猪心可帮助新妈妈安神入睡。猪心的安神定惊、养心补血的功效也非常突出，对惊悸失眠有较好的食疗效果。""},{""situation"":3,""level"":4,""description"":""猪心富含蛋白质、脂肪、钙、磷、铁、维生素B1、维生素B2、维生素C以及烟酸等，可加强心肌营养，提高奶水质量，但猪心胆固醇含量高，母乳妈妈不宜多吃。""},{""situation"":4,""level"":3,""description"":""促排能吃，猪心中的蛋白质、脂肪可以为宝宝补充能量，而钙、铁、磷、B族维生素、维生素C等可以提高宝宝免疫力，但猪心性温，吃多容易上火，要少吃，移植后少吃或不吃，有活血作用，建议移植后少吃或不吃。""}]",,"17/12/2018 18:22:01"
"150","150","[{""situation"":1,""level"":1,""description"":""吃熊掌肉会给胎宝宝体内输入过多的致过敏症的物质因素，将来会造成胎宝宝的过敏体质。熊类是国家保护动物，请爱护动物，不要捕杀食用，没有买卖就没有杀戮。""},{""situation"":2,""level"":1,""description"":""从熊掌性质上说，熊掌性温，营养价值高，产妇可食用。但是熊类是国家保护动物，请爱护动物，不要捕杀食用，没有买卖就没有杀戮。""},{""situation"":3,""level"":1,""description"":""从熊掌性质上说，熊掌性温，营养价值高，哺乳期妈妈可食用。但是熊类是国家保护动物，请爱护动物，不要捕杀食用，没有买卖就没有杀戮。""},{""situation"":4,""level"":1,""description"":""易诱发宝宝过敏症，且但是熊类是国家保护动物，请爱护动物，不要捕杀食用，没有买卖就没有杀戮。""}]",,"17/12/2018 18:22:01"
"151","151","[{""situation"":1,""level"":4,""description"":""鹌鹑肉对治疗营养不良、体虚乏力、贫血头晕等有很好的功效，还能缓解浮肿，所以适合准妈妈食用。另外，鹌鹑肉所含的丰富卵磷脂、脑磷脂是高级神经活动不可缺少的营养物质，对胎宝宝的脑部发育也有益。""},{""situation"":2,""level"":4,""description"":""鹌鹑肉富含蛋白质、碳水化合物、维生素和矿物质等多种对身体有益的营养物质，有利于新妈妈产后恢复。""},{""situation"":3,""level"":4,""description"":""鹌鹑富含蛋白质、卵磷脂、脑磷脂，有利于提高奶水质量。""},{""situation"":4,""level"":4,""description"":""促排移植都能吃，鹌鹑富含蛋白质、卵磷脂、脑磷脂，肉质比鸡肉嫩，对于体虚的人有很好的功效，脑磷脂、卵磷脂对胎宝宝的脑部发育也有益。""}]",,"17/12/2018 18:22:01"
"152","152","[{""situation"":1,""level"":1,""description"":""麻雀是国家保护动物，不能吃。而且麻雀是属于大热的食物，不利于安胎，野生麻雀体内也大多含有寄生虫，因此准妈妈最好不要吃。""},{""situation"":2,""level"":1,""description"":""麻雀是野生动物，食品安全不能保证，而且麻雀是国家保护动物，请爱护动物，不要捕杀食用，没有买卖就没有杀戮。""},{""situation"":3,""level"":1,""description"":""麻雀是野生动物，食品安全不能保证，且麻雀是国家二级保护动物，请爱护动物，不要捕杀食用，没有买卖就没有杀戮。""},{""situation"":4,""level"":1,""description"":""野生的麻雀容易有细菌和寄生虫，且麻雀是国家保护动物，请爱护动物，不要捕杀食用，没有买卖就没有杀戮。""}]",,"17/12/2018 18:22:01"
"153","153","[{""situation"":1,""level"":3,""description"":""牛排含有丰富的蛋白质，可以提高身体抵抗力，增进体能。但牛排热量较高，吃多易加重消化系统的压力，引起便秘上火，准妈妈要少吃哦。""},{""situation"":2,""level"":3,""description"":""牛肉富含人体所需营养素，对补充蛋白质、钙质有很大的益处，但是牛肉属于热性食物，新妈妈吃多了容易上火，另外牛排的肉质不熟烂，咀嚼费力，新妈妈牙齿脆弱，食用牛排会影响牙齿健康，特别是煎炸类牛排。""},{""situation"":3,""level"":4,""description"":""建议母乳妈妈在哺乳期的时候慎吃牛排，因为吃太多的话容易上火，从而影响奶水质量，特别是煎炸类牛排。""},{""situation"":4,""level"":4,""description"":""促排移植都能吃牛排，牛排含有丰富的蛋白质，可以提高身体抵抗力，增进体能。但尽量选择干净的牛排，要熟透了才吃。""}]",,"17/12/2018 18:22:01"
"154","154","[{""situation"":1,""level"":4,""description"":""牛蛙的营养价值非常高，而且味道鲜美，是一种高蛋白质、低脂肪、低胆固醇的营养食品。不过建议准妈妈少吃干锅类牛蛙，易上火。""},{""situation"":2,""level"":4,""description"":""牛蛙有促进人体气血旺盛、精力充沛、滋阴壮阳、安神补气之功效，有利于新妈妈的产后康复。""},{""situation"":3,""level"":4,""description"":""牛蛙营养价值非常高，可以提高奶水质量，哺乳期妈妈可适量食用。""},{""situation"":4,""level"":"""",""description"":""""}]",,"17/12/2018 18:22:01"
"155","155","[{""situation"":1,""level"":4,""description"":""猪骨汤不仅味道鲜美，还有驱风祛寒、养颜护肤、延缓衰老等功效。准妈妈可以多喝一些猪骨汤。""},{""situation"":2,""level"":4,""description"":""月子期间吃猪骨汤能够为新妈妈提供营养物质，并且能增加乳汁。""},{""situation"":3,""level"":4,""description"":""猪骨汤营养丰富，能够抗衰老，美容养颜，还可提高奶水质量。母乳妈妈可以多喝猪骨汤。""},{""situation"":4,""level"":4,""description"":""促排移植能吃，猪骨不仅可以补充能量，猪骨中的磷酸钙和骨胶原成分还可以增强人体的骨髓造血功能，因此可以吃。""}]",,"17/12/2018 18:22:01"
"156","156","[{""situation"":1,""level"":4,""description"":""猪腰有滋肾利水的作用，可以间歇性食用。但是在食用前要注意把猪腰里白色的那层膜去掉，因为那层白色的纤维膜是猪的肾上腺，如果准妈妈误食，轻则可能会诱发妊娠水肿，或出现恶心、呕吐、手足麻木、肌肉无力等中毒症状或，重则诱发妊娠高血压或高血糖等疾病。""},{""situation"":2,""level"":4,""description"":""猪腰含有蛋白质、脂肪、碳水化合物、钙、磷、铁和维生素等，有健肾补腰、和肾理气之功效。猪腰是众多产后菜谱的主推肉。产后一周是排泄期，食用猪腰有利于恶露排出。不过，猪腰的胆固醇含量比较高，建议新妈妈适量食用。""},{""situation"":3,""level"":4,""description"":""猪腰营养丰富，适合母乳妈妈食用。不过，猪腰的胆固醇含量比较高，建议母乳妈妈适量食用。""},{""situation"":4,""level"":4,""description"":""促排移植能吃，猪腰中的蛋白质和脂肪可以为宝宝补充能量，而VA、VC、铁、钙等营养元素则可以增强宝宝的免疫力，促进宝宝骨骼和视力发育，猪腰胆固醇含量高，不宜多吃。""}]",,"17/12/2018 18:22:01"
"157","157","[{""situation"":1,""level"":4,""description"":""蚕蛹含有丰富的蛋白质和多种氨基酸，是体弱、病后、老人及妇女产后的高级营养补品。蚕蛹能产生具有药理学活性的物质，可提高人体免疫功能，延缓人体机能衰老，蚕蛹油可以降血脂、降胆固醇。但是易过敏体质准妈妈不建议食用。烹饪前需洗净。""},{""situation"":2,""level"":3,""description"":""蚕蛹属于高蛋白食物，有利于产妇的产后康复。但是易过敏体质产妇不建议食用，剖腹产的产妇在通气前不可以吃，通了气后可适量食用。烹饪前需洗净。""},{""situation"":3,""level"":3,""description"":""蚕蛹蛋白质和氨基酸含量高，但是食用易过敏，若再食用抗过敏药物将影响奶水质量。""},{""situation"":4,""level"":3,""description"":""蛹含有较多的蛋白质，孩子的肠粘膜通透性高，可引起过敏反应。因此不建议给宝宝多吃。""}]",,"17/12/2018 18:22:01"
"158","158","[{""situation"":1,""level"":4,""description"":""鹅肝味甘、苦、性温，归肝经，可补肝、明目、养血。鹅肝中维生素A的含量远远超过奶、蛋、肉、鱼等食品，贫血和常在电脑前工作的准妈妈不妨适量食用。不过孕期不宜多吃，因为鹅肝中富含胆固醇，多吃会导致准妈妈胆固醇过高，对胎儿无益。""},{""situation"":2,""level"":4,""description"":""鹅肝营养价值极高，利于产后恢复，有帮助修复妊娠纹、改善肌肤状况的作用，能提高乳汁质量，帮助宝宝名目益智、预防夜盲症等。不过，鹅肝中脂肪和胆固醇含量较高，新妈妈注意适量食用。""},{""situation"":3,""level"":4,""description"":""鹅肝中具有一般肉类食品不含的维生素C和微量元素硒，能增强人体的免疫反应，抗氧化，防衰老，并能抑制肿瘤细胞的产生，可提高奶水质量。""},{""situation"":4,""level"":4,""description"":""做试管能吃，鹅肝有助于保护视力，提高智力，但鹅肝胆固醇高，且性温，要少量食用。""}]",,"17/12/2018 18:22:01"
"159","159","[{""situation"":1,""level"":4,""description"":""鹅肉有补阴益气、暖胃开津、祛风湿防衰老之效，是中医食疗的上品，准妈妈可以吃。""},{""situation"":2,""level"":4,""description"":""鹅肉不仅脂肪含量低，而且品质好，不饱和脂肪酸的含量高，特别是亚麻酸含量均超过其他肉类，对人体健康有利。鹅肉脂肪的熔点亦很低，质地柔软，容易被人体消化吸收。新妈妈适量食用利于产后康复。""},{""situation"":3,""level"":4,""description"":""鹅肉氨基酸、蛋白质含量高，适合哺乳期妈妈食用，能提高奶水质量。""},{""situation"":4,""level"":4,""description"":""促排移植能吃，鹅肉含有人体生长发育所必需的各种氨基酸，对宝宝的成长十分有利，有益于身体虚弱、气血不足的调理，但不要吃太多。""}]",,"17/12/2018 18:22:01"
"160","160","[{""situation"":1,""level"":4,""description"":""猪肝富含维生素A和铁元素，准妈妈适当食用有利于胎宝宝眼部发育，对预防贫血也有一定作用。不过，猪肝中有较多胆固醇，建议每周吃1到2次，一次的摄入量不要太多。烹饪前需洗净，减少毒素残留。""},{""situation"":2,""level"":4,""description"":""猪肝含有丰富的营养物质，具有营养保健功能，是最理想的补血佳品之一，对排恶露有帮助。但是不宜多吃。""},{""situation"":3,""level"":4,""description"":""猪肝中含有铁元素，哺乳期妈妈吃能增强抵抗力，抵抗衰老。但是不要吃太多而且要洗净再烹饪。""},{""situation"":4,""level"":4,""description"":""促排移植都能吃，猪肝含有丰富的铁、磷、蛋白质、卵磷脂和微量元素，有利于宝宝智力发育和身体发育。猪肝中含有丰富的维生索A，常吃猪肝，可逐渐缓解眼科病症，但要适量食用。""}]",,"17/12/2018 18:22:01"
"161","161","[{""situation"":1,""level"":4,""description"":""鸭蛋，营养丰富，含有蛋白质、磷脂 、铁、钙、磷等营养物质，其中矿物质总量远胜鸡蛋，尤其铁、钙含量极为丰富。不过，鸭蛋为凉性食物，准妈妈不能多食。咸鸭蛋也尽量少吃。""},{""situation"":2,""level"":4,""description"":""吃鸭蛋有助于产后恢复，补充营养，但坐月子期间要注意适量食用，因为鸭蛋含有胆固醇，新妈妈不宜大量食用，更不要吃咸鸭蛋。""},{""situation"":3,""level"":4,""description"":""新鲜鸭蛋营养丰富，可以促进乳汁分泌，改善乳汁质量，从而增强宝宝体质和抵抗力，哺乳妈妈可以适量食用。""},{""situation"":4,""level"":4,""description"":""促排移植能吃，鸭蛋能促进骨骼发育，预防贫血，但对于腌制的鸭蛋要少吃或不吃。""}]",,"17/12/2018 18:22:02"
"162","162","[{""situation"":1,""level"":4,""description"":""鸡肉性平、温、味甘，入脾、胃经，蛋白质含量较高，且易被人体吸收入利用，准妈妈是可以吃的。""},{""situation"":2,""level"":4,""description"":""鸡肉蛋白质含量较高，且易被人体吸收入利用，有利于治疗虚劳瘦弱、中虚食少，有助于产后恢复，注意产后要吃公鸡，不要吃母鸡，母鸡是回奶的。""},{""situation"":3,""level"":4,""description"":""鸡肉营养丰富，可用于治疗产后乳少，还能提高人体免疫力，减少患病几率。但特别注意哺乳期妈妈应吃公鸡，切勿吃母鸡，母鸡回奶。""},{""situation"":4,""level"":4,""description"":""促排移植都能吃，鸡肉蛋白质的含量较高，可以帮助人体补充营养，但不要用辛辣的材料煮着吃。""}]",,"17/12/2018 18:22:02"
"163","163","[{""situation"":1,""level"":4,""description"":""猪蹄中的胶原蛋白含量很多，容易被人体吸收，能帮助孕妇美容养颜，还能缓解孕期出现的一些不适症状，有助于孕妇身体健康。但猪蹄中的胆固醇含量较高，有胃肠消化功能不良的准妈妈一次不能过量食用。""},{""situation"":2,""level"":4,""description"":""猪蹄有壮腰补膝和通乳的作用，对于肾虚所致的腰膝酸软和产妇产后缺少乳汁有非常好的作用，而且多吃猪蹄对于女性具有丰胸作用，但是猪蹄汤油腻，产后不宜过早食用，以免对泌乳不利。""},{""situation"":3,""level"":4,""description"":""猪蹄营养丰富，还可以催乳，对哺乳期妈妈有催乳和美容的作用，花生眉豆猪蹄汤是催乳良汤。""},{""situation"":4,""level"":4,""description"":""试管移植怀孕的能吃猪蹄，但要注意适量。试管婴儿移植后和正常怀孕一样饮食即可，要避免吃辛辣刺激的食物，多吃些新鲜的水果蔬菜，注意营养均衡。""}]",,"17/12/2018 18:22:02"
"164","164","[{""situation"":1,""level"":3,""description"":""腊肉虽然口感好，但它是腌制食品，营养流失严重，并含对胎宝宝发育不利的物质，准妈妈慎吃。""},{""situation"":2,""level"":3,""description"":""腊肉是腌制食品，里面含有大量盐和油脂，产妇大量食用容易造成摄入盐过量。另外，腊肉含有大量亚硝酸盐，是主要的致癌物质。""},{""situation"":3,""level"":3,""description"":""腊肉腌制过程中加入大量盐和脂肪，过量食用易造成奶水盐分增加，宝宝肾功能不好，易造成宝宝肾负担，引发不适。""},{""situation"":4,""level"":3,""description"":""最好不要吃腌制的食物，里面多少都有亚硝酸盐，不好。多吃点时令鲜蔬，禽蛋肉类以及鱼肉。""}]",,"17/12/2018 18:22:02"
"165","165","[{""situation"":1,""level"":4,""description"":""野鸡肉对贫血患者、体质虚弱的人有很好的食疗作用。对妇女贫血、产后体虚、子宫下垂和胃痛、神经衰弱等，都有很好的疗效。但野鸡根据种类不同分属国家一二级保护动物，不建议食用。""},{""situation"":2,""level"":4,""description"":""野鸡肉的钙、磷、铁含量较一般高很多，并且富含蛋白质、氨基酸，对月子期间很好的食疗补品。但野鸡根据种类不同分属国家一二级保护动物，不建议食用。""},{""situation"":3,""level"":4,""description"":""野鸡肉营养价值比较高，属于温性食物，还补气血，但野鸡根据种类不同分属国家一二级保护动物，不建议食用。""},{""situation"":4,""level"":4,""description"":""野鸡补气血，食之令人聪慧，勇健肥润，止泻痢，除久病及五脏喘息等。对营养不良有很好的疗效。但野鸡属于国家级保护动物，我们要爱护这些动物，尽量少吃哦！""}]",,"17/12/2018 18:22:02"
"166","166","[{""situation"":1,""level"":3,""description"":""猪脑中含有的营养成分较高，可以补充优质蛋白和铁，但是食用的时候一定要煮熟，因为有寄生虫。猪脑含胆固醇较多，所以不能多吃。""},{""situation"":2,""level"":3,""description"":""猪脑营养丰富，但是有寄生虫风险，建议产妇少吃或不吃。""},{""situation"":3,""level"":3,""description"":""猪脑营养丰富，但是有寄生虫风险，影响奶水质量。""},{""situation"":4,""level"":3,""description"":""猪脑含胆固醇较多，《随息居饮食谱》：多食损人，患筋软、阳痿。""}]",,"17/12/2018 18:22:02"
"167","167","[{""situation"":1,""level"":3,""description"":""斑鸠益气、明目、强筋骨、治虚损，食用注意口味清淡，不要暴饮暴食，以免增加胃肠负担。但因斑鸠是野生动物，食品安全不能保证。""},{""situation"":2,""level"":3,""description"":""斑鸠肉含蛋白质最丰富，而脂肪含量极低，消化吸收率高达95%以上。与鸡、鱼、牛、羊肉相比，斑鸠肉所含的维A、维B1、维B2、维E及造血用的微量元素也很丰富。对手术后产妇及贫血者具有大补功能，但是斑鸠是野生动物，食品安全不能保证。""},{""situation"":3,""level"":3,""description"":""斑鸠肉质营养丰富，蛋白质、微量元素含量高，但是斑鸠是野生动物，食品安全不能保证。""},{""situation"":4,""level"":3,""description"":""斑鸠是野生动物，食品安全不能保证，可能诱发过敏症状。""}]",,"17/12/2018 18:22:02"
"168","168","[{""situation"":1,""level"":4,""description"":""兔肉中的钙含量是猪、牛、羊肉的2～3倍，有利于宝宝骨骼发育，因此，兔肉是准妈妈的天然补钙营养佳品。但需要注意不宜多吃，有明显阳虚症状的女子、脾胃虚寒者不宜食用。""},{""situation"":2,""level"":4,""description"":""兔肉属高蛋白质、低脂肪、少胆固醇的肉类，质地细嫩，味道鲜美，营养丰富，与其它肉类相比较，具有很高的消化率(可达85%)，食后极易被消化吸收，这是其他肉类所没有的，且蛋白质含量高，是适合消化不良的产妇食用的肉类。但兔肉属于凉性食材，不可多食，脾胃虚弱的人应忌食。""},{""situation"":3,""level"":4,""description"":""兔肉中的蛋白质和钙质含量高，哺乳期食用能有效提高奶水质量。""},{""situation"":4,""level"":4,""description"":""兔肉营养丰富,具有质嫩味美、含蛋白质高、脂肪少、胆固醇低的特点。它的蛋白质含量约占21.5%,高于猪肉50%、牛肉18.7%、羊肉48%、鸡肉33%;脂肪仅占3.8%。""}]",,"17/12/2018 18:22:02"
"169","169","[{""situation"":1,""level"":4,""description"":""火鸡肉的铁含量相当高，对于处在生理期、妊娠期和受伤需调养的人而言，火鸡肉是供应铁质的最佳来源之一，准妈妈可适量食用。""},{""situation"":2,""level"":4,""description"":""火鸡是新妈妈的保健佳品，对治疗体弱乏力、脾胃虚弱、气血不足、产后乳汁缺乏有很好的功效。有助于新妈妈的产后康复。""},{""situation"":3,""level"":4,""description"":""火鸡有利于通乳生乳、开胃健脾、消除寒气、催生乳汁的功效，哺乳期的妈妈可适量食用。""},{""situation"":4,""level"":4,""description"":""火鸡肉的铁含量相当高，对于生理期、妊娠期和受伤需调养的人而言，火鸡肉是供应铁质的最佳来源之一。湿热体质，阴虚体质不适宜吃火鸡，不能与荞麦、鸡肉、核桃同食，否则有可能中毒。""}]",,"17/12/2018 18:22:02"
"170","170","[{""situation"":1,""level"":1,""description"":""松花蛋含铅量大，吃多可能会导致准妈妈慢性铅中毒，严重的甚至会导致流产、早产、胎宝宝畸形、胎宝宝脑发育迟缓、智力低下等。""},{""situation"":2,""level"":1,""description"":""皮蛋在制作过程中添加了氧化铅、硫酸铜等，铅会影响钙的摄取，可能造成新妈妈缺钙，还可能会引起铅中毒。新妈妈最好不要吃。""},{""situation"":3,""level"":1,""description"":""皮蛋含铅，会影响钙质的吸收，并且影响奶水质量，对宝宝不好。""},{""situation"":4,""level"":1,""description"":""含铅量大，吃多可能会导致试管妈妈慢性铅中毒，严重甚至导致流产、早产、胎儿畸形、胎儿缺少维生素、胎儿脑发育迟缓、智力低下、行为缺陷等。""}]",,"17/12/2018 18:22:02"
"171","171","[{""situation"":1,""level"":1,""description"":""鹧鸪属于保护动物，野生动物易有细菌和寄生虫，特殊时期还可成为疾病传播载体，准妈妈最好不要吃。""},{""situation"":2,""level"":1,""description"":""鹧鸪属于保护动物，野生动物易有细菌和寄生虫，特殊时期还可成为疾病传播载体，新妈妈最好不要吃。""},{""situation"":3,""level"":1,""description"":""鹧鸪属于保护动物，野生动物易有细菌和寄生虫，特殊时期还可成为疾病传播载体，母乳妈妈最好不要吃。""},{""situation"":4,""level"":3,""description"":""鹧鸪味甘、性温、无毒，入脾、胃、心经；能利五脏，开胃，益心神，补中消痰。可以放少量姜丝炖汤服，营养价值高，也可以加山药、莲子炖汤，有健脾胃的作用。鹧鸪属于保护动物，野生动物易有细菌和寄生虫，特殊时期还可成为疾病传播载体，最好不吃。""}]",,"17/12/2018 18:22:02"
"172","172","[{""situation"":1,""level"":3,""description"":""牛鞭富含雄激素、蛋白质、脂肪，可补肾扶阳，主治肾虚、腰膝酸软等症，此外，牛鞭的胶原蛋白含量高达98%，也是女性美容助颜首选之佳品。不过牛鞭富含雄性激素，孕期食用不当可能影响体内激素平衡，不利于安胎。准妈妈可以用牛鞭熬汤喝，但不可多食。""},{""situation"":2,""level"":3,""description"":""产妇可以用牛鞭熬汤喝，牛鞭富含雄激素、蛋白质、脂肪，可补肾扶阳，但不可多食，可能会影响泌乳。""},{""situation"":3,""level"":3,""description"":""牛鞭的胶原蛋白含量高，但雄性激素含量也高，可用牛鞭熬汤，但要少吃，以免影响泌乳。""},{""situation"":4,""level"":3,""description"":""牛鞭的特点是富含胶原蛋白，其含量高达98%。所以也是女士美容驻颜首选佳品。试管妈妈可以用牛鞭熬汤喝，但不可多食。""}]",,"17/12/2018 18:22:02"
"173","173","[{""situation"":1,""level"":4,""description"":""鸡血具有利肠通便的作用，可清除肠腔的沉渣浊垢，对尘埃及金属微粒等有害物质具有净化作用。另外，鸡血中含铁量较高，准妈妈食用，可防治缺铁性贫血。""},{""situation"":2,""level"":4,""description"":""鸡血中含铁量较高，而且以血红素铁的形式存在，容易被人体吸收利用，可以防治缺铁性贫血。同时，鸡血中含有微量元素钴，对功能性子宫出血有调养作用，新妈妈适当食用，有利于产后康复。""},{""situation"":3,""level"":4,""description"":""鸡血能为人体提供优质蛋白质和多种微量元素，具有补血养血的功效，适合哺乳妈妈食用。""},{""situation"":4,""level"":4,""description"":""鸡血含铁较高，可预防缺铁性贫血。鸡血还能为人体提供优质蛋白质和多种微量元素，对营养不良、肾脏疾患、心血管疾病和病后的调养都有益处。""}]",,"17/12/2018 18:22:02"
"174","174","[{""situation"":1,""level"":1,""description"":""通常不知来源的蛇肉是不建议孕妇吃的，这是因为蛇肉里含有大量的寄生虫或者是病菌，有的寄生虫耐热度甚至达到几百度，即使烹饪也很难杀死。如果孕妇不知情下吃了，会引起身体不适或者是胎儿不适等。""},{""situation"":2,""level"":3,""description"":""蛇肉能够调节人体新陈代谢，有助于滋养肌肤，美容养颜。不过，蛇肉性凉且寄生虫多，产后应该吃暖宫的食物，因此产后宜慎吃。""},{""situation"":3,""level"":3,""description"":""蛇肉脂肪含量低，富含蛋白质，营养价值较高，但建议尽量食用人工饲养的蛇，并且烹饪时一定要高温长时间煮熟，否则很难杀死蛇体内的寄生虫。哺乳期妈妈慎吃。""},{""situation"":4,""level"":1,""description"":""蛇肉寄生虫多，食用了含有寄生虫的蛇肉有可能导致试管妈妈流产。""}]",,"17/12/2018 18:22:02"
"175","175","[{""situation"":1,""level"":4,""description"":""鸡爪营养丰富，富含准妈妈所需的多种营养物质，还能提振食欲，准妈妈可以适当食用。不过，鸡爪中的胆固醇含量较高，多食易导致妊娠高胆固醇，注意适量。""},{""situation"":2,""level"":4,""description"":""鸡爪可以调低血压，缓冲贫血，鸡爪中含有胶原纤维和弹性纤维，有助于消除皱纹，增加皮肤弹性。但腌制卤味鸡爪因盐分、添加剂成分高，慎吃。月子期间妈妈不妨试试鸡爪汤。""},{""situation"":3,""level"":4,""description"":""哺乳期妈妈喝鸡爪汤可催乳，少吃腌制或卤制的鸡爪，防止盐分摄入过量。""},{""situation"":4,""level"":3,""description"":""鸡爪富含脂肪，维持体温和保护内脏，提供必需脂肪酸，促进这些脂溶性维生素的吸收，增加饱腹感，但是怕试管妈妈吃到含有激素的鸡爪，最好少吃点。""}]",,"17/12/2018 18:22:02"
